player_id,player_name,item_id,item_name,category,rating,play_style
35,Player_35,45,Loot 5 Crates,Mission,3,explorer
35,Player_35,19,Shotgun S1897,Weapon,4,explorer
35,Player_35,36,Parachute Galaxy,Skin,5,explorer
35,Player_35,9,Rifle SCAR-L,Weapon,2,explorer
35,Player_35,13,Rifle AKM,Weapon,4,explorer
35,Player_35,27,Classic Soldier,Skin,4,explorer
35,Player_35,43,Survive 10 Minutes,Mission,3,explorer
35,Player_35,25,Golden Warrior,Skin,5,explorer
36,Player_36,39,Vehicle Lava Buggy,Skin,5,collector
36,Player_36,42,Sniper Elite,Mission,3,collector
36,Player_36,21,Neon Striker,Skin,4,collector
36,Player_36,30,Mech Suit,Skin,5,collector
36,Player_36,29,Ocean Pirate,Skin,5,collector
36,Player_36,56,Destroy 2 Vehicles,Mission,2,collector
36,Player_36,44,Chicken Dinner,Mission,4,collector
36,Player_36,14,LMG DP-28,Weapon,4,collector
36,Player_36,33,Victory Dance Emote,Skin,5,collector
37,Player_37,10,SMG UMP45,Weapon,2,support
37,Player_37,2,Sniper AWM,Weapon,5,support
37,Player_37,3,Shotgun S12K,Weapon,5,support
37,Player_37,16,Grenade Launcher,Weapon,3,support
37,Player_37,31,Zombie Survivor,Skin,5,support
37,Player_37,40,Vehicle Ice Bike,Skin,5,support
38,Player_38,16,Grenade Launcher,Weapon,5,aggressive
38,Player_38,10,SMG UMP45,Weapon,4,aggressive
38,Player_38,42,Sniper Elite,Mission,3,aggressive
38,Player_38,45,Loot 5 Crates,Mission,5,aggressive
38,Player_38,1,Assault Rifle M4,Weapon,3,aggressive
38,Player_38,49,Revive 3 Teammates,Mission,3,aggressive
38,Player_38,50,Drive 1km in Vehicle,Mission,2,aggressive
38,Player_38,7,Crossbow,Weapon,5,aggressive
39,Player_39,52,Kill with Shotgun,Mission,4,explorer
39,Player_39,30,Mech Suit,Skin,5,explorer
39,Player_39,43,Survive 10 Minutes,Mission,5,explorer
39,Player_39,34,Robot Dance Emote,Skin,5,explorer
39,Player_39,36,Parachute Galaxy,Skin,3,explorer
39,Player_39,39,Vehicle Lava Buggy,Skin,5,explorer
40,Player_40,17,Rifle QBZ,Weapon,5,collector
40,Player_40,49,Revive 3 Teammates,Mission,3,collector
40,Player_40,16,Grenade Launcher,Weapon,4,collector
40,Player_40,54,Parachute 500m,Mission,5,collector
40,Player_40,41,First Blood,Mission,2,collector
40,Player_40,18,SMG Tommy Gun,Weapon,5,collector
40,Player_40,50,Drive 1km in Vehicle,Mission,3,collector
40,Player_40,57,Collect All Ammo Types,Mission,4,collector
41,Player_41,21,Neon Striker,Skin,5,explorer
41,Player_41,58,Kill with Flare Gun,Mission,3,explorer
41,Player_41,35,Parachute Flames,Skin,3,explorer
41,Player_41,6,LMG M249,Weapon,2,explorer
41,Player_41,9,Rifle SCAR-L,Weapon,5,explorer
41,Player_41,10,SMG UMP45,Weapon,5,explorer
41,Player_41,15,Sniper Mini-14,Weapon,4,explorer
42,Player_42,30,Mech Suit,Skin,5,collector
42,Player_42,27,Classic Soldier,Skin,5,collector
42,Player_42,4,SMG Vector,Weapon,5,collector
42,Player_42,14,LMG DP-28,Weapon,2,collector
42,Player_42,54,Parachute 500m,Mission,4,collector
42,Player_42,59,Win Solo Match,Mission,5,collector
42,Player_42,25,Golden Warrior,Skin,5,collector
42,Player_42,50,Drive 1km in Vehicle,Mission,5,collector
42,Player_42,38,Helmet Skull,Skin,5,collector
43,Player_43,15,Sniper Mini-14,Weapon,5,collector
43,Player_43,18,SMG Tommy Gun,Weapon,4,collector
43,Player_43,28,Fire Dancer,Skin,5,collector
43,Player_43,32,Jungle Scout,Skin,5,collector
43,Player_43,2,Sniper AWM,Weapon,3,collector
43,Player_43,25,Golden Warrior,Skin,5,collector
43,Player_43,22,Arctic Ghost,Skin,5,collector
43,Player_43,43,Survive 10 Minutes,Mission,2,collector
44,Player_44,9,Rifle SCAR-L,Weapon,3,support
44,Player_44,56,Destroy 2 Vehicles,Mission,5,support
44,Player_44,30,Mech Suit,Skin,4,support
44,Player_44,12,Pistol P18C,Weapon,4,support
44,Player_44,4,SMG Vector,Weapon,5,support
44,Player_44,17,Rifle QBZ,Weapon,4,support
44,Player_44,25,Golden Warrior,Skin,5,support
44,Player_44,21,Neon Striker,Skin,4,support
45,Player_45,31,Zombie Survivor,Skin,5,collector
45,Player_45,2,Sniper AWM,Weapon,4,collector
45,Player_45,48,Land at Hot Zone,Mission,2,collector
45,Player_45,35,Parachute Flames,Skin,4,collector
45,Player_45,4,SMG Vector,Weapon,2,collector
46,Player_46,13,Rifle AKM,Weapon,3,explorer
46,Player_46,54,Parachute 500m,Mission,5,explorer
46,Player_46,2,Sniper AWM,Weapon,2,explorer
46,Player_46,40,Vehicle Ice Bike,Skin,3,explorer
46,Player_46,10,SMG UMP45,Weapon,5,explorer
46,Player_46,16,Grenade Launcher,Weapon,4,explorer
47,Player_47,11,Sniper Kar98k,Weapon,3,collector
47,Player_47,39,Vehicle Lava Buggy,Skin,5,collector
47,Player_47,59,Win Solo Match,Mission,3,collector
47,Player_47,48,Land at Hot Zone,Mission,2,collector
47,Player_47,46,Headshot Master,Mission,4,collector
47,Player_47,8,Shotgun DBS,Weapon,5,collector
47,Player_47,50,Drive 1km in Vehicle,Mission,5,collector
48,Player_48,5,Pistol Desert Eagle,Weapon,2,support
48,Player_48,38,Helmet Skull,Skin,4,support
48,Player_48,45,Loot 5 Crates,Mission,2,support
48,Player_48,54,Parachute 500m,Mission,2,support
48,Player_48,41,First Blood,Mission,4,support
48,Player_48,16,Grenade Launcher,Weapon,5,support
49,Player_49,5,Pistol Desert Eagle,Weapon,5,support
49,Player_49,33,Victory Dance Emote,Skin,2,support
49,Player_49,42,Sniper Elite,Mission,5,support
49,Player_49,22,Arctic Ghost,Skin,4,support
49,Player_49,1,Assault Rifle M4,Weapon,5,support
49,Player_49,55,Kill 3 in One Match,Mission,3,support
49,Player_49,27,Classic Soldier,Skin,5,support
50,Player_50,47,Squad Wipe,Mission,5,explorer
50,Player_50,34,Robot Dance Emote,Skin,5,explorer
50,Player_50,42,Sniper Elite,Mission,5,explorer
50,Player_50,18,SMG Tommy Gun,Weapon,4,explorer
50,Player_50,40,Vehicle Ice Bike,Skin,4,explorer
50,Player_50,52,Kill with Shotgun,Mission,3,explorer
51,Player_51,18,SMG Tommy Gun,Weapon,5,sniper
51,Player_51,57,Collect All Ammo Types,Mission,5,sniper
51,Player_51,29,Ocean Pirate,Skin,4,sniper
51,Player_51,16,Grenade Launcher,Weapon,2,sniper
51,Player_51,49,Revive 3 Teammates,Mission,5,sniper
52,Player_52,12,Pistol P18C,Weapon,4,sniper
52,Player_52,32,Jungle Scout,Skin,4,sniper
52,Player_52,14,LMG DP-28,Weapon,2,sniper
52,Player_52,23,Desert Camo,Skin,3,sniper
52,Player_52,52,Kill with Shotgun,Mission,2,sniper
52,Player_52,17,Rifle QBZ,Weapon,3,sniper
52,Player_52,22,Arctic Ghost,Skin,5,sniper
53,Player_53,36,Parachute Galaxy,Skin,5,collector
53,Player_53,49,Revive 3 Teammates,Mission,2,collector
53,Player_53,16,Grenade Launcher,Weapon,2,collector
53,Player_53,45,Loot 5 Crates,Mission,4,collector
53,Player_53,31,Zombie Survivor,Skin,5,collector
53,Player_53,42,Sniper Elite,Mission,5,collector
53,Player_53,46,Headshot Master,Mission,3,collector
53,Player_53,32,Jungle Scout,Skin,5,collector
54,Player_54,24,Shadow Ninja,Skin,4,aggressive
54,Player_54,31,Zombie Survivor,Skin,5,aggressive
54,Player_54,36,Parachute Galaxy,Skin,4,aggressive
54,Player_54,34,Robot Dance Emote,Skin,4,aggressive
54,Player_54,23,Desert Camo,Skin,4,aggressive
54,Player_54,28,Fire Dancer,Skin,3,aggressive
54,Player_54,48,Land at Hot Zone,Mission,2,aggressive
54,Player_54,58,Kill with Flare Gun,Mission,3,aggressive
54,Player_54,22,Arctic Ghost,Skin,4,aggressive
55,Player_55,48,Land at Hot Zone,Mission,3,collector
55,Player_55,35,Parachute Flames,Skin,5,collector
55,Player_55,49,Revive 3 Teammates,Mission,5,collector
55,Player_55,45,Loot 5 Crates,Mission,4,collector
55,Player_55,12,Pistol P18C,Weapon,4,collector
56,Player_56,54,Parachute 500m,Mission,5,explorer
56,Player_56,13,Rifle AKM,Weapon,4,explorer
56,Player_56,19,Shotgun S1897,Weapon,2,explorer
56,Player_56,15,Sniper Mini-14,Weapon,3,explorer
56,Player_56,24,Shadow Ninja,Skin,4,explorer
57,Player_57,4,SMG Vector,Weapon,5,explorer
57,Player_57,36,Parachute Galaxy,Skin,2,explorer
57,Player_57,19,Shotgun S1897,Weapon,2,explorer
57,Player_57,45,Loot 5 Crates,Mission,4,explorer
57,Player_57,9,Rifle SCAR-L,Weapon,5,explorer
58,Player_58,29,Ocean Pirate,Skin,2,explorer
58,Player_58,22,Arctic Ghost,Skin,5,explorer
58,Player_58,12,Pistol P18C,Weapon,5,explorer
58,Player_58,4,SMG Vector,Weapon,2,explorer
58,Player_58,17,Rifle QBZ,Weapon,2,explorer
58,Player_58,31,Zombie Survivor,Skin,3,explorer
58,Player_58,8,Shotgun DBS,Weapon,3,explorer
58,Player_58,53,Top 10 Finish,Mission,4,explorer
59,Player_59,16,Grenade Launcher,Weapon,3,explorer
59,Player_59,8,Shotgun DBS,Weapon,5,explorer
59,Player_59,36,Parachute Galaxy,Skin,5,explorer
59,Player_59,49,Revive 3 Teammates,Mission,5,explorer
59,Player_59,27,Classic Soldier,Skin,4,explorer
60,Player_60,28,Fire Dancer,Skin,3,explorer
60,Player_60,20,Pistol Flare Gun,Weapon,3,explorer
60,Player_60,37,Helmet Crown,Skin,4,explorer
60,Player_60,40,Vehicle Ice Bike,Skin,2,explorer
60,Player_60,4,SMG Vector,Weapon,3,explorer
60,Player_60,57,Collect All Ammo Types,Mission,3,explorer
60,Player_60,48,Land at Hot Zone,Mission,5,explorer
60,Player_60,7,Crossbow,Weapon,2,explorer
60,Player_60,49,Revive 3 Teammates,Mission,3,explorer
61,Player_61,27,Classic Soldier,Skin,4,support
61,Player_61,29,Ocean Pirate,Skin,2,support
61,Player_61,45,Loot 5 Crates,Mission,3,support
61,Player_61,39,Vehicle Lava Buggy,Skin,4,support
61,Player_61,31,Zombie Survivor,Skin,4,support
62,Player_62,5,Pistol Desert Eagle,Weapon,3,sniper
62,Player_62,44,Chicken Dinner,Mission,5,sniper
62,Player_62,15,Sniper Mini-14,Weapon,4,sniper
62,Player_62,17,Rifle QBZ,Weapon,3,sniper
62,Player_62,51,Use 5 Medkits,Mission,3,sniper
62,Player_62,56,Destroy 2 Vehicles,Mission,4,sniper
62,Player_62,41,First Blood,Mission,3,sniper
62,Player_62,38,Helmet Skull,Skin,2,sniper
63,Player_63,11,Sniper Kar98k,Weapon,4,explorer
63,Player_63,51,Use 5 Medkits,Mission,5,explorer
63,Player_63,20,Pistol Flare Gun,Weapon,2,explorer
63,Player_63,39,Vehicle Lava Buggy,Skin,5,explorer
63,Player_63,48,Land at Hot Zone,Mission,5,explorer
64,Player_64,18,SMG Tommy Gun,Weapon,5,aggressive
64,Player_64,33,Victory Dance Emote,Skin,4,aggressive
64,Player_64,35,Parachute Flames,Skin,4,aggressive
64,Player_64,32,Jungle Scout,Skin,2,aggressive
64,Player_64,29,Ocean Pirate,Skin,2,aggressive
64,Player_64,6,LMG M249,Weapon,3,aggressive
64,Player_64,39,Vehicle Lava Buggy,Skin,2,aggressive
64,Player_64,3,Shotgun S12K,Weapon,5,aggressive
65,Player_65,3,Shotgun S12K,Weapon,4,aggressive
65,Player_65,49,Revive 3 Teammates,Mission,5,aggressive
65,Player_65,59,Win Solo Match,Mission,5,aggressive
65,Player_65,12,Pistol P18C,Weapon,2,aggressive
65,Player_65,31,Zombie Survivor,Skin,5,aggressive
65,Player_65,34,Robot Dance Emote,Skin,4,aggressive
65,Player_65,42,Sniper Elite,Mission,5,aggressive
65,Player_65,29,Ocean Pirate,Skin,4,aggressive
65,Player_65,18,SMG Tommy Gun,Weapon,5,aggressive
66,Player_66,55,Kill 3 in One Match,Mission,5,aggressive
66,Player_66,11,Sniper Kar98k,Weapon,4,aggressive
66,Player_66,22,Arctic Ghost,Skin,5,aggressive
66,Player_66,27,Classic Soldier,Skin,2,aggressive
66,Player_66,45,Loot 5 Crates,Mission,5,aggressive
67,Player_67,21,Neon Striker,Skin,2,aggressive
67,Player_67,17,Rifle QBZ,Weapon,5,aggressive
67,Player_67,8,Shotgun DBS,Weapon,5,aggressive
67,Player_67,50,Drive 1km in Vehicle,Mission,2,aggressive
67,Player_67,26,Cyber Punk,Skin,3,aggressive
68,Player_68,24,Shadow Ninja,Skin,4,support
68,Player_68,40,Vehicle Ice Bike,Skin,3,support
68,Player_68,49,Revive 3 Teammates,Mission,5,support
68,Player_68,32,Jungle Scout,Skin,5,support
68,Player_68,41,First Blood,Mission,5,support
68,Player_68,29,Ocean Pirate,Skin,2,support
68,Player_68,58,Kill with Flare Gun,Mission,2,support
68,Player_68,4,SMG Vector,Weapon,3,support
68,Player_68,14,LMG DP-28,Weapon,3,support
69,Player_69,36,Parachute Galaxy,Skin,2,aggressive
69,Player_69,1,Assault Rifle M4,Weapon,5,aggressive
69,Player_69,60,Explore All Map Zones,Mission,2,aggressive
69,Player_69,27,Classic Soldier,Skin,3,aggressive
69,Player_69,6,LMG M249,Weapon,5,aggressive
69,Player_69,15,Sniper Mini-14,Weapon,4,aggressive
69,Player_69,54,Parachute 500m,Mission,4,aggressive
70,Player_70,54,Parachute 500m,Mission,5,explorer
70,Player_70,31,Zombie Survivor,Skin,3,explorer
70,Player_70,59,Win Solo Match,Mission,2,explorer
70,Player_70,16,Grenade Launcher,Weapon,4,explorer
70,Player_70,30,Mech Suit,Skin,5,explorer
70,Player_70,36,Parachute Galaxy,Skin,4,explorer
70,Player_70,10,SMG UMP45,Weapon,4,explorer
70,Player_70,25,Golden Warrior,Skin,2,explorer
71,Player_71,47,Squad Wipe,Mission,3,collector
71,Player_71,20,Pistol Flare Gun,Weapon,5,collector
71,Player_71,54,Parachute 500m,Mission,5,collector
71,Player_71,38,Helmet Skull,Skin,5,collector
71,Player_71,57,Collect All Ammo Types,Mission,4,collector
71,Player_71,43,Survive 10 Minutes,Mission,5,collector
71,Player_71,32,Jungle Scout,Skin,5,collector
72,Player_72,56,Destroy 2 Vehicles,Mission,5,aggressive
72,Player_72,13,Rifle AKM,Weapon,3,aggressive
72,Player_72,45,Loot 5 Crates,Mission,4,aggressive
72,Player_72,16,Grenade Launcher,Weapon,5,aggressive
72,Player_72,37,Helmet Crown,Skin,5,aggressive
72,Player_72,25,Golden Warrior,Skin,5,aggressive
72,Player_72,15,Sniper Mini-14,Weapon,3,aggressive
73,Player_73,3,Shotgun S12K,Weapon,5,support
73,Player_73,9,Rifle SCAR-L,Weapon,2,support
