player_id,item_id,item_name,predicted_score,rank
91,44,Chicken Dinner,4.056679577755362,4
91,39,Vehicle Lava Buggy,4.056412139449962,5
92,25,Golden Warrior,4.315766869454272,1
92,31,Zombie Survivor,4.218676239848626,2
92,34,Robot Dance Emote,4.146149053116389,3
92,38,Helmet Skull,4.126430945008593,4
92,10,SMG UMP45,4.125189372895232,5
93,31,Zombie Survivor,4.160480378778516,1
93,34,Robot Dance Emote,4.1255546576317865,2
93,44,Chicken Dinner,4.032533903558564,3
93,8,Shotgun DBS,4.0276791510244205,4
93,33,Victory Dance Emote,4.026434261232113,5
94,25,Golden Warrior,4.269640665984096,1
94,31,Zombie Survivor,4.122576856880127,2
94,38,Helmet Skull,4.100380449915831,3
94,44,Chicken Dinner,4.074980957326822,4
94,34,Robot Dance Emote,4.056166452694472,5
95,25,Golden Warrior,3.940505821995478,1
95,31,Zombie Survivor,3.8875087110052604,2
95,39,Vehicle Lava Buggy,3.8322223658400167,3
95,1,Assault Rifle M4,3.8298584449116286,4
95,17,Rifle QBZ,3.8156839370796423,5
96,31,Zombie Survivor,4.133987697299796,1
96,25,Golden Warrior,4.096526842325493,2
96,18,SMG Tommy Gun,3.987629573725683,3
96,34,Robot Dance Emote,3.9556482851609966,4
96,17,Rifle QBZ,3.931959201078408,5
97,25,Golden Warrior,4.030728452593957,1
97,31,Zombie Survivor,3.9182356571486863,2
97,3,Shotgun S12K,3.9106254545168886,3
97,17,Rifle QBZ,3.89270046635277,4
97,39,Vehicle Lava Buggy,3.887625749120468,5
98,25,Golden Warrior,3.9781880665790563,1
98,31,Zombie Survivor,3.8616475681317546,2
98,51,Use 5 Medkits,3.7715426826093665,3
98,45,Loot 5 Crates,3.746251975817077,4
98,3,Shotgun S12K,3.713902589524264,5
99,25,Golden Warrior,3.821299576575099,1
99,31,Zombie Survivor,3.7541991700920656,2
99,34,Robot Dance Emote,3.715181366548255,3
99,39,Vehicle Lava Buggy,3.634664170225978,4
99,23,Desert Camo,3.6133143380582586,5
100,31,Zombie Survivor,4.554398187865595,1
100,25,Golden Warrior,4.379578361184354,2
100,34,Robot Dance Emote,4.249167546222394,3
100,3,Shotgun S12K,4.220013147719107,4
100,17,Rifle QBZ,4.153854109392815,5
